starttime	seconds	ctime	dtime	ttime	wait
Thu Aug 06 21:27:52 2015	1438885672	13	1	13	0
Thu Aug 06 21:27:45 2015	1438885665	15	0	15	0
Thu Aug 06 21:27:45 2015	1438885665	15	1	15	0
Thu Aug 06 21:27:51 2015	1438885671	16	0	16	0
Thu Aug 06 21:27:51 2015	1438885671	16	0	16	0
Thu Aug 06 21:27:44 2015	1438885664	16	0	16	0
Thu Aug 06 21:27:44 2015	1438885664	17	0	17	0
Thu Aug 06 21:27:51 2015	1438885671	17	0	17	0
Thu Aug 06 21:27:45 2015	1438885665	15	2	17	0
Thu Aug 06 21:27:48 2015	1438885668	18	0	18	0
Thu Aug 06 21:27:47 2015	1438885667	18	0	18	0
Thu Aug 06 21:27:48 2015	1438885668	18	0	19	0
Thu Aug 06 21:27:47 2015	1438885667	16	3	19	0
Thu Aug 06 21:27:46 2015	1438885666	17	2	19	0
Thu Aug 06 21:27:44 2015	1438885664	19	0	19	0
Thu Aug 06 21:27:48 2015	1438885668	19	0	19	0
Thu Aug 06 21:27:47 2015	1438885667	19	0	19	0
Thu Aug 06 21:27:43 2015	1438885663	19	1	20	0
Thu Aug 06 21:27:47 2015	1438885667	20	0	20	0
Thu Aug 06 21:27:50 2015	1438885670	19	2	20	0
Thu Aug 06 21:27:41 2015	1438885661	21	0	21	0
Thu Aug 06 21:27:45 2015	1438885665	21	0	21	0
Thu Aug 06 21:27:54 2015	1438885674	22	0	22	0
Thu Aug 06 21:27:51 2015	1438885671	22	0	22	0
Thu Aug 06 21:27:48 2015	1438885668	21	2	22	0
Thu Aug 06 21:27:47 2015	1438885667	22	1	22	0
Thu Aug 06 21:27:56 2015	1438885676	22	0	22	0
Thu Aug 06 21:27:55 2015	1438885675	18	4	22	0
Thu Aug 06 21:27:47 2015	1438885667	23	0	23	0
Thu Aug 06 21:27:47 2015	1438885667	22	0	23	0
Thu Aug 06 21:27:51 2015	1438885671	22	0	23	0
Thu Aug 06 21:27:56 2015	1438885676	22	0	23	0
Thu Aug 06 21:27:47 2015	1438885667	23	0	23	0
Thu Aug 06 21:27:56 2015	1438885676	23	0	23	0
Thu Aug 06 21:27:56 2015	1438885676	23	0	23	0
Thu Aug 06 21:27:56 2015	1438885676	22	1	23	0
Thu Aug 06 21:27:47 2015	1438885667	23	1	23	0
Thu Aug 06 21:27:51 2015	1438885671	23	0	23	0
Thu Aug 06 21:27:54 2015	1438885674	18	5	23	0
Thu Aug 06 21:27:56 2015	1438885676	23	0	23	0
Thu Aug 06 21:27:46 2015	1438885666	22	1	23	0
Thu Aug 06 21:27:53 2015	1438885673	23	1	23	0
Thu Aug 06 21:27:53 2015	1438885673	23	0	24	0
Thu Aug 06 21:27:45 2015	1438885665	23	1	24	0
Thu Aug 06 21:27:50 2015	1438885670	24	0	24	0
Thu Aug 06 21:27:47 2015	1438885667	24	0	24	0
Thu Aug 06 21:27:47 2015	1438885667	24	0	24	0
Thu Aug 06 21:27:54 2015	1438885674	24	0	24	0
Thu Aug 06 21:27:44 2015	1438885664	24	0	24	0
Thu Aug 06 21:27:42 2015	1438885662	24	0	24	0
Thu Aug 06 21:27:50 2015	1438885670	24	0	24	0
Thu Aug 06 21:27:50 2015	1438885670	24	0	24	0
Thu Aug 06 21:27:47 2015	1438885667	24	0	25	0
Thu Aug 06 21:27:55 2015	1438885675	25	0	25	0
Thu Aug 06 21:27:57 2015	1438885677	24	1	25	0
Thu Aug 06 21:27:55 2015	1438885675	24	0	25	0
Thu Aug 06 21:27:41 2015	1438885661	23	2	25	0
Thu Aug 06 21:27:43 2015	1438885663	25	0	25	0
Thu Aug 06 21:27:57 2015	1438885677	25	0	25	0
Thu Aug 06 21:27:57 2015	1438885677	24	0	25	0
Thu Aug 06 21:27:51 2015	1438885671	24	1	25	0
Thu Aug 06 21:27:46 2015	1438885666	24	0	25	0
Thu Aug 06 21:27:57 2015	1438885677	24	0	25	0
Thu Aug 06 21:27:56 2015	1438885676	25	0	25	0
Thu Aug 06 21:27:48 2015	1438885668	25	0	25	0
Thu Aug 06 21:27:45 2015	1438885665	22	3	25	0
Thu Aug 06 21:27:50 2015	1438885670	25	0	25	0
Thu Aug 06 21:27:51 2015	1438885671	18	7	25	0
Thu Aug 06 21:27:57 2015	1438885677	25	0	25	0
Thu Aug 06 21:27:53 2015	1438885673	21	4	25	0
Thu Aug 06 21:27:44 2015	1438885664	25	0	25	0
Thu Aug 06 21:27:48 2015	1438885668	25	0	25	0
Thu Aug 06 21:27:51 2015	1438885671	25	0	25	0
Thu Aug 06 21:27:57 2015	1438885677	25	0	25	0
Thu Aug 06 21:27:43 2015	1438885663	25	0	25	0
Thu Aug 06 21:27:41 2015	1438885661	25	0	25	0
Thu Aug 06 21:27:57 2015	1438885677	25	1	25	0
Thu Aug 06 21:27:41 2015	1438885661	25	0	25	0
Thu Aug 06 21:27:57 2015	1438885677	25	0	25	0
Thu Aug 06 21:27:41 2015	1438885661	25	0	25	0
Thu Aug 06 21:27:48 2015	1438885668	26	0	26	0
Thu Aug 06 21:27:43 2015	1438885663	25	1	26	0
Thu Aug 06 21:27:46 2015	1438885666	22	3	26	0
Thu Aug 06 21:27:43 2015	1438885663	25	1	26	0
Thu Aug 06 21:27:48 2015	1438885668	25	0	26	0
Thu Aug 06 21:27:57 2015	1438885677	26	0	26	0
Thu Aug 06 21:27:55 2015	1438885675	25	0	26	0
Thu Aug 06 21:27:43 2015	1438885663	25	1	26	0
Thu Aug 06 21:27:51 2015	1438885671	24	1	26	0
Thu Aug 06 21:27:56 2015	1438885676	26	0	26	0
Thu Aug 06 21:27:50 2015	1438885670	25	1	26	0
Thu Aug 06 21:27:49 2015	1438885669	26	0	26	0
Thu Aug 06 21:27:43 2015	1438885663	24	2	26	0
Thu Aug 06 21:27:55 2015	1438885675	26	0	26	0
Thu Aug 06 21:27:45 2015	1438885665	26	0	26	0
Thu Aug 06 21:27:57 2015	1438885677	25	1	26	0
Thu Aug 06 21:27:57 2015	1438885677	26	0	26	0
Thu Aug 06 21:27:43 2015	1438885663	24	2	26	0
Thu Aug 06 21:27:44 2015	1438885664	26	0	26	0
Thu Aug 06 21:27:57 2015	1438885677	25	1	26	0
Thu Aug 06 21:27:43 2015	1438885663	24	2	26	0
Thu Aug 06 21:27:57 2015	1438885677	26	0	26	0
Thu Aug 06 21:27:57 2015	1438885677	26	0	26	0
Thu Aug 06 21:27:49 2015	1438885669	24	2	26	0
Thu Aug 06 21:27:46 2015	1438885666	24	3	26	0
Thu Aug 06 21:27:57 2015	1438885677	26	0	26	0
Thu Aug 06 21:27:57 2015	1438885677	26	0	26	0
Thu Aug 06 21:27:48 2015	1438885668	26	0	26	0
Thu Aug 06 21:27:46 2015	1438885666	22	4	26	0
Thu Aug 06 21:27:43 2015	1438885663	26	0	27	0
Thu Aug 06 21:27:51 2015	1438885671	21	5	27	0
Thu Aug 06 21:27:45 2015	1438885665	24	3	27	0
Thu Aug 06 21:27:43 2015	1438885663	24	3	27	0
Thu Aug 06 21:27:56 2015	1438885676	26	0	27	0
Thu Aug 06 21:27:48 2015	1438885668	25	2	27	0
Thu Aug 06 21:27:55 2015	1438885675	26	1	27	0
Thu Aug 06 21:27:57 2015	1438885677	27	0	27	0
Thu Aug 06 21:27:43 2015	1438885663	27	0	27	0
Thu Aug 06 21:27:55 2015	1438885675	26	0	27	0
Thu Aug 06 21:27:48 2015	1438885668	26	1	27	0
Thu Aug 06 21:27:43 2015	1438885663	24	3	27	0
Thu Aug 06 21:27:50 2015	1438885670	26	0	27	0
Thu Aug 06 21:27:44 2015	1438885664	27	0	27	0
Thu Aug 06 21:27:43 2015	1438885663	25	2	27	0
Thu Aug 06 21:27:51 2015	1438885671	27	0	27	0
Thu Aug 06 21:27:46 2015	1438885666	26	1	27	0
Thu Aug 06 21:27:45 2015	1438885665	27	0	27	0
Thu Aug 06 21:27:43 2015	1438885663	22	5	27	0
Thu Aug 06 21:27:48 2015	1438885668	24	3	27	0
Thu Aug 06 21:27:46 2015	1438885666	26	1	27	0
Thu Aug 06 21:27:43 2015	1438885663	27	0	27	0
Thu Aug 06 21:27:45 2015	1438885665	25	2	27	0
Thu Aug 06 21:27:53 2015	1438885673	27	0	27	0
Thu Aug 06 21:27:46 2015	1438885666	25	2	27	0
Thu Aug 06 21:27:53 2015	1438885673	26	1	27	0
Thu Aug 06 21:27:46 2015	1438885666	27	1	27	0
Thu Aug 06 21:27:55 2015	1438885675	27	0	27	0
Thu Aug 06 21:27:49 2015	1438885669	26	1	27	0
Thu Aug 06 21:27:55 2015	1438885675	26	1	27	0
Thu Aug 06 21:27:57 2015	1438885677	27	0	27	0
Thu Aug 06 21:27:44 2015	1438885664	25	2	27	0
Thu Aug 06 21:27:45 2015	1438885665	27	0	27	0
Thu Aug 06 21:27:55 2015	1438885675	27	0	27	0
Thu Aug 06 21:27:48 2015	1438885668	22	5	27	0
Thu Aug 06 21:27:51 2015	1438885671	27	1	28	0
Thu Aug 06 21:27:56 2015	1438885676	23	4	28	0
Thu Aug 06 21:27:46 2015	1438885666	27	1	28	0
Thu Aug 06 21:27:45 2015	1438885665	26	2	28	0
Thu Aug 06 21:27:51 2015	1438885671	27	0	28	0
Thu Aug 06 21:27:45 2015	1438885665	27	1	28	0
Thu Aug 06 21:27:47 2015	1438885667	27	0	28	0
Thu Aug 06 21:27:43 2015	1438885663	28	0	28	0
Thu Aug 06 21:27:55 2015	1438885675	28	0	28	0
Thu Aug 06 21:27:56 2015	1438885676	28	0	28	0
Thu Aug 06 21:27:46 2015	1438885666	25	3	28	0
Thu Aug 06 21:27:51 2015	1438885671	28	0	28	0
Thu Aug 06 21:27:47 2015	1438885667	28	0	28	0
Thu Aug 06 21:27:46 2015	1438885666	24	4	28	0
Thu Aug 06 21:27:55 2015	1438885675	28	0	28	0
Thu Aug 06 21:27:48 2015	1438885668	28	0	28	0
Thu Aug 06 21:27:43 2015	1438885663	25	3	28	0
Thu Aug 06 21:27:41 2015	1438885661	28	0	28	0
Thu Aug 06 21:27:53 2015	1438885673	21	7	28	0
Thu Aug 06 21:27:55 2015	1438885675	28	0	28	0
Thu Aug 06 21:27:45 2015	1438885665	23	6	28	0
Thu Aug 06 21:27:51 2015	1438885671	28	0	28	0
Thu Aug 06 21:27:45 2015	1438885665	28	0	28	0
Thu Aug 06 21:27:46 2015	1438885666	27	1	28	0
Thu Aug 06 21:27:42 2015	1438885662	28	0	28	0
Thu Aug 06 21:27:45 2015	1438885665	28	1	28	0
Thu Aug 06 21:27:55 2015	1438885675	26	2	28	0
Thu Aug 06 21:27:45 2015	1438885665	27	2	28	0
Thu Aug 06 21:27:43 2015	1438885663	26	2	28	0
Thu Aug 06 21:27:45 2015	1438885665	25	3	28	0
Thu Aug 06 21:27:48 2015	1438885668	24	4	28	0
Thu Aug 06 21:27:43 2015	1438885663	28	0	28	0
Thu Aug 06 21:27:46 2015	1438885666	27	1	28	0
Thu Aug 06 21:27:46 2015	1438885666	20	9	28	0
Thu Aug 06 21:27:55 2015	1438885675	18	11	29	0
Thu Aug 06 21:27:46 2015	1438885666	28	0	29	0
Thu Aug 06 21:27:51 2015	1438885671	28	0	29	0
Thu Aug 06 21:27:46 2015	1438885666	28	0	29	0
Thu Aug 06 21:27:53 2015	1438885673	21	8	29	0
Thu Aug 06 21:27:41 2015	1438885661	25	4	29	0
Thu Aug 06 21:27:47 2015	1438885667	28	0	29	0
Thu Aug 06 21:27:55 2015	1438885675	28	0	29	0
Thu Aug 06 21:27:52 2015	1438885672	29	0	29	0
Thu Aug 06 21:27:45 2015	1438885665	27	2	29	0
Thu Aug 06 21:27:54 2015	1438885674	29	0	29	0
Thu Aug 06 21:27:41 2015	1438885661	28	1	29	0
Thu Aug 06 21:27:41 2015	1438885661	25	4	29	0
Thu Aug 06 21:27:43 2015	1438885663	26	3	29	0
Thu Aug 06 21:27:43 2015	1438885663	24	5	29	0
Thu Aug 06 21:27:48 2015	1438885668	28	1	29	0
Thu Aug 06 21:27:46 2015	1438885666	28	1	29	0
Thu Aug 06 21:27:40 2015	1438885660	29	0	29	0
Thu Aug 06 21:27:52 2015	1438885672	28	1	29	0
Thu Aug 06 21:27:55 2015	1438885675	29	0	29	0
Thu Aug 06 21:27:41 2015	1438885661	29	0	29	0
Thu Aug 06 21:27:46 2015	1438885666	29	0	29	0
Thu Aug 06 21:27:46 2015	1438885666	29	0	29	0
Thu Aug 06 21:27:43 2015	1438885663	24	5	29	0
Thu Aug 06 21:27:42 2015	1438885662	29	0	29	0
Thu Aug 06 21:27:41 2015	1438885661	29	0	29	0
Thu Aug 06 21:27:47 2015	1438885667	24	5	29	0
Thu Aug 06 21:27:55 2015	1438885675	29	0	29	0
Thu Aug 06 21:27:46 2015	1438885666	27	3	29	0
Thu Aug 06 21:27:45 2015	1438885665	29	0	29	0
Thu Aug 06 21:27:44 2015	1438885664	29	0	29	0
Thu Aug 06 21:27:44 2015	1438885664	29	0	29	0
Thu Aug 06 21:27:47 2015	1438885667	26	4	29	0
Thu Aug 06 21:27:51 2015	1438885671	29	0	29	0
Thu Aug 06 21:27:51 2015	1438885671	28	1	29	0
Thu Aug 06 21:27:56 2015	1438885676	29	0	29	0
Thu Aug 06 21:27:47 2015	1438885667	27	2	29	0
Thu Aug 06 21:27:55 2015	1438885675	29	0	29	0
Thu Aug 06 21:27:50 2015	1438885670	29	0	29	0
Thu Aug 06 21:27:45 2015	1438885665	28	1	29	0
Thu Aug 06 21:27:45 2015	1438885665	29	0	30	0
Thu Aug 06 21:27:50 2015	1438885670	17	13	30	0
Thu Aug 06 21:27:41 2015	1438885661	29	0	30	0
Thu Aug 06 21:27:56 2015	1438885676	30	0	30	0
Thu Aug 06 21:27:41 2015	1438885661	26	3	30	0
Thu Aug 06 21:27:44 2015	1438885664	27	2	30	0
Thu Aug 06 21:27:46 2015	1438885666	29	1	30	0
Thu Aug 06 21:27:48 2015	1438885668	29	1	30	0
Thu Aug 06 21:27:54 2015	1438885674	29	1	30	0
Thu Aug 06 21:27:53 2015	1438885673	30	0	30	0
Thu Aug 06 21:27:50 2015	1438885670	29	1	30	0
Thu Aug 06 21:27:46 2015	1438885666	21	9	30	0
Thu Aug 06 21:27:45 2015	1438885665	30	0	30	0
Thu Aug 06 21:27:51 2015	1438885671	26	4	30	0
Thu Aug 06 21:27:45 2015	1438885665	27	3	30	0
Thu Aug 06 21:27:55 2015	1438885675	25	5	30	0
Thu Aug 06 21:27:50 2015	1438885670	17	13	30	0
Thu Aug 06 21:27:56 2015	1438885676	29	1	30	0
Thu Aug 06 21:27:53 2015	1438885673	28	2	30	0
Thu Aug 06 21:27:50 2015	1438885670	17	13	30	0
Thu Aug 06 21:27:41 2015	1438885661	30	0	30	0
Thu Aug 06 21:27:42 2015	1438885662	29	1	30	0
Thu Aug 06 21:27:45 2015	1438885665	29	1	30	0
Thu Aug 06 21:27:42 2015	1438885662	29	1	30	0
Thu Aug 06 21:27:56 2015	1438885676	29	1	30	0
Thu Aug 06 21:27:54 2015	1438885674	30	0	30	0
Thu Aug 06 21:27:49 2015	1438885669	27	3	30	0
Thu Aug 06 21:27:45 2015	1438885665	28	3	30	0
Thu Aug 06 21:27:46 2015	1438885666	26	4	30	0
Thu Aug 06 21:27:45 2015	1438885665	26	4	30	0
Thu Aug 06 21:27:45 2015	1438885665	30	0	30	0
Thu Aug 06 21:27:49 2015	1438885669	30	0	30	0
Thu Aug 06 21:27:42 2015	1438885662	28	2	30	0
Thu Aug 06 21:27:46 2015	1438885666	24	6	30	0
Thu Aug 06 21:27:43 2015	1438885663	30	0	30	0
Thu Aug 06 21:27:48 2015	1438885668	24	6	30	0
Thu Aug 06 21:27:51 2015	1438885671	28	3	30	0
Thu Aug 06 21:27:55 2015	1438885675	30	0	30	0
Thu Aug 06 21:27:55 2015	1438885675	26	4	30	0
Thu Aug 06 21:27:45 2015	1438885665	26	4	30	0
Thu Aug 06 21:27:41 2015	1438885661	27	3	30	0
Thu Aug 06 21:27:56 2015	1438885676	30	1	30	0
Thu Aug 06 21:27:47 2015	1438885667	27	3	30	0
Thu Aug 06 21:27:50 2015	1438885670	30	0	30	0
Thu Aug 06 21:27:41 2015	1438885661	30	0	30	0
Thu Aug 06 21:27:48 2015	1438885668	30	0	30	0
Thu Aug 06 21:27:44 2015	1438885664	29	2	30	0
Thu Aug 06 21:27:41 2015	1438885661	30	0	30	0
Thu Aug 06 21:27:46 2015	1438885666	29	1	30	0
Thu Aug 06 21:27:50 2015	1438885670	30	0	30	0
Thu Aug 06 21:27:53 2015	1438885673	30	0	30	0
Thu Aug 06 21:27:46 2015	1438885666	25	5	31	0
Thu Aug 06 21:27:55 2015	1438885675	30	0	31	0
Thu Aug 06 21:27:52 2015	1438885672	30	0	31	0
Thu Aug 06 21:27:52 2015	1438885672	31	0	31	0
Thu Aug 06 21:27:44 2015	1438885664	28	3	31	0
Thu Aug 06 21:27:45 2015	1438885665	28	3	31	0
Thu Aug 06 21:27:49 2015	1438885669	30	0	31	0
Thu Aug 06 21:27:45 2015	1438885665	30	1	31	0
Thu Aug 06 21:27:43 2015	1438885663	26	5	31	0
Thu Aug 06 21:27:48 2015	1438885668	31	0	31	0
Thu Aug 06 21:27:49 2015	1438885669	30	0	31	0
Thu Aug 06 21:27:44 2015	1438885664	25	5	31	0
Thu Aug 06 21:27:47 2015	1438885667	28	3	31	0
Thu Aug 06 21:27:55 2015	1438885675	29	2	31	0
Thu Aug 06 21:27:46 2015	1438885666	17	14	31	0
Thu Aug 06 21:27:43 2015	1438885663	30	0	31	0
Thu Aug 06 21:27:44 2015	1438885664	29	2	31	0
Thu Aug 06 21:27:44 2015	1438885664	28	3	31	0
Thu Aug 06 21:27:44 2015	1438885664	30	1	31	0
Thu Aug 06 21:27:53 2015	1438885673	29	1	31	0
Thu Aug 06 21:27:53 2015	1438885673	31	0	31	0
Thu Aug 06 21:27:55 2015	1438885675	21	10	31	0
Thu Aug 06 21:27:44 2015	1438885664	31	0	31	0
Thu Aug 06 21:27:44 2015	1438885664	30	1	31	0
Thu Aug 06 21:27:43 2015	1438885663	29	2	31	0
Thu Aug 06 21:27:50 2015	1438885670	14	17	31	0
Thu Aug 06 21:27:47 2015	1438885667	30	1	31	0
Thu Aug 06 21:27:53 2015	1438885673	30	1	31	0
Thu Aug 06 21:27:43 2015	1438885663	31	0	31	0
Thu Aug 06 21:27:43 2015	1438885663	30	2	31	0
Thu Aug 06 21:27:47 2015	1438885667	28	3	31	0
Thu Aug 06 21:27:56 2015	1438885676	30	1	31	0
Thu Aug 06 21:27:44 2015	1438885664	29	3	31	0
Thu Aug 06 21:27:55 2015	1438885675	31	0	31	0
Thu Aug 06 21:27:46 2015	1438885666	31	0	31	0
Thu Aug 06 21:27:43 2015	1438885663	30	1	31	0
Thu Aug 06 21:27:46 2015	1438885666	30	1	31	0
Thu Aug 06 21:27:49 2015	1438885669	30	1	31	0
Thu Aug 06 21:27:41 2015	1438885661	31	0	31	0
Thu Aug 06 21:27:45 2015	1438885665	31	0	31	0
Thu Aug 06 21:27:47 2015	1438885667	31	1	31	0
Thu Aug 06 21:27:53 2015	1438885673	31	1	31	0
Thu Aug 06 21:27:47 2015	1438885667	31	0	31	0
Thu Aug 06 21:27:46 2015	1438885666	28	3	31	0
Thu Aug 06 21:27:48 2015	1438885668	30	1	31	0
Thu Aug 06 21:27:49 2015	1438885669	30	1	31	0
Thu Aug 06 21:27:47 2015	1438885667	29	2	31	0
Thu Aug 06 21:27:48 2015	1438885668	31	0	31	0
Thu Aug 06 21:27:47 2015	1438885667	29	2	31	0
Thu Aug 06 21:27:44 2015	1438885664	31	0	31	0
Thu Aug 06 21:27:48 2015	1438885668	31	0	31	0
Thu Aug 06 21:27:53 2015	1438885673	30	1	31	0
Thu Aug 06 21:27:51 2015	1438885671	27	4	31	0
Thu Aug 06 21:27:46 2015	1438885666	25	6	31	0
Thu Aug 06 21:27:40 2015	1438885660	31	0	31	0
Thu Aug 06 21:27:47 2015	1438885667	27	4	31	0
Thu Aug 06 21:27:46 2015	1438885666	28	3	31	0
Thu Aug 06 21:27:47 2015	1438885667	31	0	31	0
Thu Aug 06 21:27:53 2015	1438885673	30	1	31	0
Thu Aug 06 21:27:40 2015	1438885660	31	0	31	0
Thu Aug 06 21:27:49 2015	1438885669	31	0	31	0
Thu Aug 06 21:27:44 2015	1438885664	29	3	31	0
Thu Aug 06 21:27:45 2015	1438885665	31	0	31	0
Thu Aug 06 21:27:44 2015	1438885664	29	2	31	0
Thu Aug 06 21:27:42 2015	1438885662	31	1	32	0
Thu Aug 06 21:27:46 2015	1438885666	27	5	32	0
Thu Aug 06 21:27:51 2015	1438885671	28	4	32	0
Thu Aug 06 21:27:48 2015	1438885668	27	4	32	0
Thu Aug 06 21:27:53 2015	1438885673	30	2	32	0
Thu Aug 06 21:27:57 2015	1438885677	31	0	32	0
Thu Aug 06 21:27:48 2015	1438885668	31	0	32	0
Thu Aug 06 21:27:43 2015	1438885663	29	2	32	0
Thu Aug 06 21:27:54 2015	1438885674	28	3	32	0
Thu Aug 06 21:27:53 2015	1438885673	31	1	32	0
Thu Aug 06 21:27:56 2015	1438885676	30	2	32	0
Thu Aug 06 21:27:46 2015	1438885666	29	2	32	0
Thu Aug 06 21:27:52 2015	1438885672	28	4	32	0
Thu Aug 06 21:27:53 2015	1438885673	30	2	32	0
Thu Aug 06 21:27:41 2015	1438885661	28	4	32	0
Thu Aug 06 21:27:48 2015	1438885668	32	0	32	0
Thu Aug 06 21:27:46 2015	1438885666	29	2	32	0
Thu Aug 06 21:27:54 2015	1438885674	31	0	32	0
Thu Aug 06 21:27:44 2015	1438885664	23	9	32	0
Thu Aug 06 21:27:46 2015	1438885666	31	0	32	0
Thu Aug 06 21:27:43 2015	1438885663	31	0	32	0
Thu Aug 06 21:27:56 2015	1438885676	31	0	32	0
Thu Aug 06 21:27:46 2015	1438885666	30	2	32	0
Thu Aug 06 21:27:49 2015	1438885669	31	1	32	0
Thu Aug 06 21:27:52 2015	1438885672	28	4	32	0
Thu Aug 06 21:27:53 2015	1438885673	32	0	32	0
Thu Aug 06 21:27:57 2015	1438885677	32	0	32	0
Thu Aug 06 21:27:41 2015	1438885661	29	2	32	0
Thu Aug 06 21:27:56 2015	1438885676	28	4	32	0
Thu Aug 06 21:27:41 2015	1438885661	27	5	32	0
Thu Aug 06 21:27:51 2015	1438885671	30	2	32	0
Thu Aug 06 21:27:56 2015	1438885676	31	1	32	0
Thu Aug 06 21:27:51 2015	1438885671	24	8	32	0
Thu Aug 06 21:27:44 2015	1438885664	32	0	32	0
Thu Aug 06 21:27:56 2015	1438885676	27	5	32	0
Thu Aug 06 21:27:41 2015	1438885661	32	0	32	0
Thu Aug 06 21:27:48 2015	1438885668	31	1	32	0
Thu Aug 06 21:27:57 2015	1438885677	32	0	32	0
Thu Aug 06 21:27:42 2015	1438885662	32	0	32	0
Thu Aug 06 21:27:53 2015	1438885673	30	2	32	0
Thu Aug 06 21:27:47 2015	1438885667	30	2	32	0
Thu Aug 06 21:27:45 2015	1438885665	26	6	32	0
Thu Aug 06 21:27:53 2015	1438885673	30	2	32	0
Thu Aug 06 21:27:44 2015	1438885664	30	2	32	0
Thu Aug 06 21:27:43 2015	1438885663	30	2	32	0
Thu Aug 06 21:27:57 2015	1438885677	32	0	32	0
Thu Aug 06 21:27:55 2015	1438885675	31	1	32	0
Thu Aug 06 21:27:46 2015	1438885666	30	2	32	0
Thu Aug 06 21:27:56 2015	1438885676	30	2	32	0
Thu Aug 06 21:27:56 2015	1438885676	31	1	32	0
Thu Aug 06 21:27:48 2015	1438885668	31	1	32	0
Thu Aug 06 21:27:50 2015	1438885670	23	10	32	0
Thu Aug 06 21:27:48 2015	1438885668	32	0	32	0
Thu Aug 06 21:27:48 2015	1438885668	32	0	32	0
Thu Aug 06 21:27:49 2015	1438885669	30	2	32	0
Thu Aug 06 21:27:42 2015	1438885662	31	1	32	0
Thu Aug 06 21:27:42 2015	1438885662	30	2	32	0
Thu Aug 06 21:27:43 2015	1438885663	32	1	32	0
Thu Aug 06 21:27:43 2015	1438885663	31	1	32	0
Thu Aug 06 21:27:48 2015	1438885668	31	1	32	0
Thu Aug 06 21:27:44 2015	1438885664	31	1	32	0
Thu Aug 06 21:27:57 2015	1438885677	31	1	32	0
Thu Aug 06 21:27:52 2015	1438885672	28	4	32	0
Thu Aug 06 21:27:57 2015	1438885677	32	0	32	0
Thu Aug 06 21:27:52 2015	1438885672	32	0	32	0
Thu Aug 06 21:27:45 2015	1438885665	31	1	32	0
Thu Aug 06 21:27:48 2015	1438885668	28	5	32	0
Thu Aug 06 21:27:47 2015	1438885667	29	3	32	0
Thu Aug 06 21:27:53 2015	1438885673	31	2	32	0
Thu Aug 06 21:27:55 2015	1438885675	30	2	32	0
Thu Aug 06 21:27:44 2015	1438885664	32	0	32	0
Thu Aug 06 21:27:45 2015	1438885665	28	5	32	0
Thu Aug 06 21:27:46 2015	1438885666	31	1	32	0
Thu Aug 06 21:27:56 2015	1438885676	24	9	32	0
Thu Aug 06 21:27:56 2015	1438885676	30	2	32	0
Thu Aug 06 21:27:57 2015	1438885677	29	3	32	0
Thu Aug 06 21:27:53 2015	1438885673	31	1	32	0
Thu Aug 06 21:27:48 2015	1438885668	32	0	32	0
Thu Aug 06 21:27:55 2015	1438885675	29	3	32	0
Thu Aug 06 21:27:44 2015	1438885664	31	1	32	0
Thu Aug 06 21:27:49 2015	1438885669	32	0	32	0
Thu Aug 06 21:27:55 2015	1438885675	32	1	32	0
Thu Aug 06 21:27:42 2015	1438885662	32	0	32	0
Thu Aug 06 21:27:45 2015	1438885665	32	0	32	0
Thu Aug 06 21:27:56 2015	1438885676	29	3	32	0
Thu Aug 06 21:27:53 2015	1438885673	30	2	32	0
Thu Aug 06 21:27:56 2015	1438885676	24	8	32	0
Thu Aug 06 21:27:53 2015	1438885673	31	2	32	0
Thu Aug 06 21:27:43 2015	1438885663	32	1	32	0
Thu Aug 06 21:27:52 2015	1438885672	32	0	32	0
Thu Aug 06 21:27:44 2015	1438885664	32	0	32	0
Thu Aug 06 21:27:56 2015	1438885676	32	0	33	0
Thu Aug 06 21:27:45 2015	1438885665	32	0	33	0
Thu Aug 06 21:27:56 2015	1438885676	32	0	33	0
Thu Aug 06 21:27:43 2015	1438885663	32	1	33	0
Thu Aug 06 21:27:43 2015	1438885663	31	2	33	0
Thu Aug 06 21:27:43 2015	1438885663	26	6	33	0
Thu Aug 06 21:27:50 2015	1438885670	30	3	33	0
Thu Aug 06 21:27:48 2015	1438885668	30	2	33	0
Thu Aug 06 21:27:48 2015	1438885668	31	2	33	0
Thu Aug 06 21:27:53 2015	1438885673	31	2	33	0
Thu Aug 06 21:27:44 2015	1438885664	31	1	33	0
Thu Aug 06 21:27:45 2015	1438885665	32	1	33	0
Thu Aug 06 21:27:47 2015	1438885667	33	0	33	0
Thu Aug 06 21:27:47 2015	1438885667	33	0	33	0
Thu Aug 06 21:27:53 2015	1438885673	30	2	33	0
Thu Aug 06 21:27:56 2015	1438885676	32	1	33	0
Thu Aug 06 21:27:49 2015	1438885669	33	0	33	0
Thu Aug 06 21:27:45 2015	1438885665	32	1	33	0
Thu Aug 06 21:27:53 2015	1438885673	33	0	33	0
Thu Aug 06 21:27:44 2015	1438885664	33	0	33	0
Thu Aug 06 21:27:56 2015	1438885676	30	2	33	0
Thu Aug 06 21:27:44 2015	1438885664	32	1	33	0
Thu Aug 06 21:27:44 2015	1438885664	28	5	33	0
Thu Aug 06 21:27:46 2015	1438885666	29	3	33	0
Thu Aug 06 21:27:51 2015	1438885671	30	3	33	0
Thu Aug 06 21:27:45 2015	1438885665	32	0	33	0
